date,T,Salinity
2019-11-02 00:00:00,19.585,37.879999999999995
2019-11-02 02:00:00,19.55,37.955
2019-11-02 04:00:00,19.515,37.870000000000005
2019-11-02 06:00:00,19.5,37.755
2019-11-02 08:00:00,19.47,37.97
2019-11-02 10:00:00,19.545,37.974999999999994
2019-11-02 12:00:00,19.66,37.995000000000005
2019-11-02 14:00:00,19.740000000000002,38.02
2019-11-02 16:00:00,19.880000000000003,37.95
2019-11-02 18:00:00,19.895,38.0
2019-11-02 20:00:00,19.875,37.985
2019-11-02 22:00:00,19.785,37.985
2019-11-03 00:00:00,19.744999999999997,37.98
2019-11-03 02:00:00,19.715,37.06
2019-11-03 04:00:00,19.68,37.285
2019-11-03 06:00:00,19.625,37.875
2019-11-03 08:00:00,19.564999999999998,37.81
2019-11-03 10:00:00,19.505,37.935
2019-11-03 12:00:00,19.505000000000003,37.955
2019-11-03 14:00:00,19.490000000000002,37.95
2019-11-03 16:00:00,19.41,37.97
2019-11-03 18:00:00,19.245,38.02
2019-11-03 20:00:00,19.14,38.02
2019-11-03 22:00:00,19.07,38.015
2019-11-04 00:00:00,19.049999999999997,37.975
2019-11-04 02:00:00,19.14,37.97
2019-11-04 04:00:00,19.25,38.010000000000005
2019-11-04 06:00:00,19.235,38.03
2019-11-04 08:00:00,19.215,38.03
2019-11-04 10:00:00,19.31,37.01
2019-11-04 12:00:00,19.405,38.004999999999995
2019-11-04 14:00:00,19.455,38.0
2019-11-04 16:00:00,19.44,37.98
2019-11-04 18:00:00,19.39,37.974999999999994
2019-11-04 20:00:00,19.355,37.985
2019-11-04 22:00:00,19.314999999999998,37.98
2019-11-05 00:00:00,19.259999999999998,37.93
2019-11-05 02:00:00,19.189999999999998,37.695
2019-11-05 04:00:00,19.125,37.96
2019-11-05 06:00:00,19.055,37.955
2019-11-05 08:00:00,19.01,37.95
2019-11-05 10:00:00,19.075000000000003,37.955
2019-11-05 12:00:00,19.12,37.96
2019-11-05 14:00:00,19.17,37.974999999999994
2019-11-05 16:00:00,19.105,37.480000000000004
2019-11-05 18:00:00,19.064999999999998,36.0
2019-11-05 20:00:00,19.025,35.375
2019-11-05 22:00:00,18.92,36.035
2019-11-06 00:00:00,18.85,36.345
2019-11-06 02:00:00,18.77,36.120000000000005
2019-11-06 04:00:00,18.685000000000002,38.03
2019-11-06 06:00:00,18.63,38.015
2019-11-06 08:00:00,18.615000000000002,38.045
2019-11-06 10:00:00,18.63,38.045
2019-11-06 12:00:00,18.700000000000003,38.03
2019-11-06 14:00:00,18.715,38.035
2019-11-06 16:00:00,18.61,38.045
2019-11-06 18:00:00,18.455,38.045
2019-11-06 20:00:00,18.37,38.035
2019-11-06 22:00:00,18.310000000000002,38.03
2019-11-07 00:00:00,18.27,38.03
2019-11-07 02:00:00,18.24,38.035
2019-11-07 04:00:00,18.195,38.03
2019-11-07 06:00:00,18.17,38.045
2019-11-07 08:00:00,18.165,38.055
2019-11-07 10:00:00,18.205,38.045
2019-11-07 12:00:00,18.33,38.055
2019-11-07 14:00:00,18.425,38.055
2019-11-07 16:00:00,18.435000000000002,38.035
2019-11-07 18:00:00,18.41,38.07
2019-11-07 20:00:00,18.395,38.09
2019-11-07 22:00:00,18.33,38.11
2019-11-08 00:00:00,18.29,38.12
2019-11-08 02:00:00,18.240000000000002,38.125
2019-11-08 04:00:00,18.155,38.135000000000005
2019-11-08 06:00:00,18.11,38.144999999999996
2019-11-08 08:00:00,18.025,38.125
2019-11-08 10:00:00,18.060000000000002,38.11
